scenario,distribution,sample_size,data_type,id,replicate,obs_type,samples,max_rhat,divergent_transitions,per_divergent_transitions,max_treedepth,no_at_max_treedepth,per_at_max_treedepth,run_time
stable,short,200,exponential,344,16,,4000,1,0,0,3,1533,0.38325,0.8
stable,short,200,exponential,345,17,,4000,1,0,0,4,36,0.009,0.8
stable,short,200,exponential,346,18,,4000,1,0,0,3,1508,0.377,0.7
stable,short,200,exponential,347,19,,4000,1,0,0,3,1505,0.37625,0.7
stable,short,200,exponential,348,20,,4000,1,0,0,3,1476,0.369,0.7
120 days,,834,ebola_case_study,349,,real-time,4000,1,0,0,3,1491,0.37275,2.4
120 days,,1032,ebola_case_study,350,,retrospective,4000,1,0,0,3,1508,0.377,3.5
180 days,,3149,ebola_case_study,351,,real-time,4000,1,0,0,3,1566,0.3915,9.2
180 days,,3532,ebola_case_study,352,,retrospective,4000,1,0,0,3,1751,0.43775,11.5
240 days,,2399,ebola_case_study,353,,real-time,4000,1,0,0,3,1559,0.38975,7.6
240 days,,2483,ebola_case_study,354,,retrospective,4000,1,0,0,3,1743,0.43575,8.5
60 days,,401,ebola_case_study,355,,real-time,4000,1,0,0,3,1560,0.39,1.3
60 days,,428,ebola_case_study,356,,retrospective,4000,1,0,0,3,1643,0.41075,1.6
